blockNumber,timestamp, inputAmount,inputInUSD,outputAmount,outputInUSD,slippage,slippageIsAcceptable
14450864,1647516244,100000000000,100000000000000000000000,914854735655361291650,90740204321341556651930720,0.001102047331146251,true
14451111,1647516492,100000000000,100000000000000000000000,914851054241188877879,90739477673804660855667690,0.001102056156411717,true
14451358,1647516739,100000000000,100000000000000000000000,914847375378320767233,90738751531921688422838436,0.001102064975677125,true
14451605,1647516986,100000000000,100000000000000000000000,914843698915360788543,90738025865659205721525890,0.00110207378930696,true
14451852,1647517233,100000000000,100000000000000000000000,914840024910338862095,90737300686528212247988653,0.001102082597161136,true
14452099,1647517480,100000000000,100000000000000000000000,914836353331929888780,90736575988314448520070487,0.001102091399314853,true
14452346,1647517727,100000000000,100000000000000000000000,914832684169787573029,90735851768965227899341829,0.001102100195792766,true
14452593,1647517974,100000000000,100000000000000000000000,914829207649295646565,90735165756442654440005634,0.00110210852833428,true
14452840,1647518221,100000000000,100000000000000000000000,914825455317209559352,90734425031970282159505719,0.001102117525567225,true
14453087,1647518468,100000000000,100000000000000000000000,914821792726385430243,90733702108610183865804638,0.001102126306720052,true
14453334,1647518715,100000000000,100000000000000000000000,914818133137421795821,90732979780277727237830524,0.001102135080784998,true
14453581,1647518962,100000000000,100000000000000000000000,914814475887531576063,90732257915498736170164866,0.001102143849358764,true
14453828,1647519209,100000000000,100000000000000000000000,914810820945936015290,90731536508167721447081775,0.001102152612515251,true
14454075,1647519456,100000000000,100000000000000000000000,914807168318064055364,90730815559361460734824784,0.001102161370241118,true
14454322,1647519703,100000000000,100000000000000000000000,914803517994175175277,90730095067147085467616202,0.001102170122559581,true
14454569,1647519951,100000000000,100000000000000000000000,914799869945597909395,90729375025837239304250478,0.00110217886953947,true
14454816,1647520198,100000000000,100000000000000000000000,914796414423656498973,90728693173341539727920072,0.001102187152733977,true
14455063,1647520445,100000000000,100000000000000000000000,914792682915972949204,90727956576308395370848377,0.001102196101109068,true
14455310,1647520692,100000000000,100000000000000000000000,914789040974587865698,90727237745063908191787474,0.001102204833800757,true
14455557,1647520940,100000000000,100000000000000000000000,914785401910169369796,90726519484066036811103721,0.001102213559703043,true
14455804,1647521190,100000000000,100000000000000000000000,914781765066272304371,90725801663104060335909838,0.001102222280397523,true
14456051,1647521437,100000000000,100000000000000000000000,914778130410865890149,90725084275823964665998555,0.001102230995961142,true
14456298,1647521685,100000000000,100000000000000000000000,914774497915775035672,90724367316637834531465316,0.001102239706461541,true
14456545,1647521933,100000000000,100000000000000000000000,914770867659419257510,90723650801099342333729059,0.00110224841170951,true
14456792,1647522180,100000000000,100000000000000000000000,914767239488206820306,90722934698743847637650735,0.001102257112074931,true
14457039,1647522427,100000000000,100000000000000000000000,914763613499710424651,90722219028924726889613345,0.001102265807322429,true
14457286,1647522674,100000000000,100000000000000000000000,914760179901831111445,90721541513389544174314131,0.001102274039129296,true
14457533,1647522921,100000000000,100000000000000000000000,914756470161377146156,90720809224376548269723228,0.001102282936571625,true
14457780,1647523168,100000000000,100000000000000000000000,914752849959156513071,90720094694909494175150205,0.001102291618370755,true
14458027,1647523415,100000000000,100000000000000000000000,914749232443073131170,90719380697836117384112421,0.001102300293837711,true
14458274,1647523662,100000000000,100000000000000000000000,914745617001233534897,90718667111787875082556374,0.001102308964446922,true
14458521,1647523909,100000000000,100000000000000000000000,914742003625070543997,90717953935065191561642729,0.001102317630218807,true
14458768,1647524156,100000000000,100000000000000000000000,914738392302314168024,90717241165235283024760316,0.001102326291182695,true
14459015,1647524476,100000000000,100000000000000000000000,914734783043531990423,90716528804393301107218692,0.001102334947312899,true
14459262,1647524723,100000000000,100000000000000000000000,914731175764301540449,90715816835795442764187026,0.00110234359881265,true
14459509,1647524970,100000000000,100000000000000000000000,914727760774606651689,90715143006182470085358707,0.001102351786990896,true
14459756,1647525217,100000000000,100000000000000000000000,914724069534411508608,90714414383623227432712705,0.00110236064113371,true
14460003,1647525464,100000000000,100000000000000000000000,914720467633057804097,90713703480453838363882232,0.001102369280089497,true
14460250,1647525711,100000000000,100000000000000000000000,914716868306452303071,90712993087582740250945390,0.001102377912979353,true
14460497,1647525958,100000000000,100000000000000000000000,914713270998432404638,90712283094698915746048900,0.001102386541143553,true
14460744,1647526205,100000000000,100000000000000000000000,914709675577332996404,90711573475688321396839506,0.001102395164899229,true
14460991,1647526452,100000000000,100000000000000000000000,914706082120848636583,90710864245960862295167209,0.001102403784058895,true
14461238,1647526699,100000000000,100000000000000000000000,914702490602089725064,90710155400183779458404959,0.001102412398687141,true
14461485,1647526946,100000000000,100000000000000000000000,914698900958069507897,90709446925864977863354893,0.001102421008935574,true
14461732,1647527193,100000000000,100000000000000000000000,914695503522980556649,90708776567225443576483045,0.001102429156079386,true
14461979,1647527440,100000000000,100000000000000000000000,914691829718484853125,90708051393989840249152978,0.001102437969543085,true
14462226,1647527687,100000000000,100000000000000000000000,914688245161131234601,90707343921358895037031787,0.001102446568016561,true
14462473,1647527934,100000000000,100000000000000000000000,914684663110033797317,90706636945444294692648032,0.001102455160587038,true
14462720,1647528181,100000000000,100000000000000000000000,914681082903052324858,90705930334920055302840328,0.001102463748850409,true
14462967,1647528428,100000000000,100000000000000000000000,914677504532723694349,90705224088306688692551627,0.00110247233282445,true
14463214,1647528675,100000000000,100000000000000000000000,914673928006864619041,90704518207155201044930127,0.001102480912490107,true
14463461,1647528922,100000000000,100000000000000000000000,914670353245822639058,90703812675668107581295452,0.00110248948803919,true
14463708,1647529169,100000000000,100000000000000000000000,914666780327935760915,90703107509383068222522911,0.001102498059282645,true
14463955,1647529416,100000000000,100000000000000000000000,914663209192681671102,90702402696297380655901241,0.001102506626366163,true
14464202,1647529663,100000000000,100000000000000000000000,914659830111983457027,90701735972827271089638079,0.0011025147305886,true
14464449,1647529910,100000000000,100000000000000000000000,914656174503842084646,90701014405554607233525553,0.001102523501588047,true
14464696,1647530157,100000000000,100000000000000000000000,914652608029374760422,90700310515718681366070301,0.001102532057844164,true
14464943,1647530404,100000000000,100000000000000000000000,914649043916176918199,90699607093844182326358132,0.001102540608544565,true
14465190,1647530652,100000000000,100000000000000000000000,914645481540738640897,90698904016272437573853297,0.001102549155192204,true
14465437,1647530899,100000000000,100000000000000000000000,914641920892346428998,90698201280879553943316502,0.001102557697812706,true
14465684,1647531146,100000000000,100000000000000000000000,914638361947001238609,90697498882906817032490363,0.00110256623646373,true
14465931,1647531393,100000000000,100000000000000000000000,914634804678863025527,90696796817229870542327967,0.001102574771207386,true
14466178,1647531640,100000000000,100000000000000000000000,914631249164908291659,90696095099115290961037812,0.001102583301857892,true
14466425,1647531887,100000000000,100000000000000000000000,914627885532024147399,90695431428976087869704004,0.001102591370088033,true
14466672,1647532134,100000000000,100000000000000000000000,914624245399788324835,90694712922524278080549216,0.001102600105095704,true
14466919,1647532381,100000000000,100000000000000000000000,914620694233431955081,90694012059641744936316275,0.001102608625740787,true
14467166,1647532628,100000000000,100000000000000000000000,914617145367445319824,90693311652649224226971778,0.001102617140975013,true
14467413,1647532875,100000000000,100000000000000000000000,914613598110285744601,90692611564399607052579111,0.001102625652465541,true
14467660,1647533122,100000000000,100000000000000000000000,914610052504980732493,90691911803426524180977878,0.00110263416010844,true
14467907,1647533369,100000000000,100000000000000000000000,914606508472835427706,90691212354124983710241898,0.00110264266409326,true
14468154,1647533616,100000000000,100000000000000000000000,914602966075973145058,90690513228815635512349836,0.001102651164270028,true
14468401,1647533863,100000000000,100000000000000000000000,914599425237692896348,90689814412287864047600985,0.001102659660823505,true
14468648,1647534110,100000000000,100000000000000000000000,914595886016445126565,90689115916135038695541189,0.001102668153612559,true
14468895,1647534357,100000000000,100000000000000000000000,914592538638685982635,90688455465007589461673310,0.001102676183944772,true
14469142,1647534604,100000000000,100000000000000000000000,914588914492818694655,90687740126388835730965078,0.001102684881778208,true
14469389,1647534851,100000000000,100000000000000000000000,914585379277772194974,90687042423732800674866156,0.00110269336530739,true
14469636,1647535098,100000000000,100000000000000000000000,914581846229829760862,90686345150541798542194723,0.001102701843745023,true
14469883,1647535345,100000000000,100000000000000000000000,914578314709348643448,90685648179967133727715730,0.001102710318633312,true
14470130,1647535593,100000000000,100000000000000000000000,914574784655177820692,90684951499882515575347220,0.001102718790119544,true
14470377,1647535840,100000000000,100000000000000000000000,914571256183157297483,90684255133261487825126579,0.0011027272579242,true
14470624,1647536087,100000000000,100000000000000000000000,914567729178957432338,90683559057431908797800529,0.001102735722322805,true
14470871,1647536334,100000000000,100000000000000000000000,914564203617721070214,90682863267466292861419533,0.001102744183375122,true
14471118,1647536581,100000000000,100000000000000000000000,914560679598277398566,90682167782963402510799476,0.001102752640842659,true
14471365,1647536828,100000000000,100000000000000000000000,914557347283186274679,90681510308600678261038277,0.001102760636205631,true
14471612,1647537075,100000000000,100000000000000000000000,914553738243882212443,90680797957568685696747481,0.001102769299039383,true
14471859,1647537322,100000000000,100000000000000000000000,914550217916592361845,90680103198461576958473969,0.001102777748070499,true
14472106,1647537569,100000000000,100000000000000000000000,914546699696250836727,90679408856899543966927258,0.001102786192153162,true
14472353,1647537816,100000000000,100000000000000000000000,914543182926560143095,90678714802735495785053754,0.001102794632869932,true
14472600,1647538063,100000000000,100000000000000000000000,914539667582972375755,90678021031102213224877174,0.001102803070279846,true
14472847,1647538310,100000000000,100000000000000000000000,914536153572489489026,90677327523559306523019765,0.00110281150460702,true
14473094,1647538557,100000000000,100000000000000000000000,914532641022850387363,90676634305439144791096792,0.001102819935543214,true
14473341,1647538804,100000000000,100000000000000000000000,914529129808783012779,90675941351901421113555037,0.001102828363390385,true
14473588,1647539051,100000000000,100000000000000000000000,914525620008638813538,90675248678484171606176124,0.001102836787959407,true
14473835,1647539298,100000000000,100000000000000000000000,914522301901849775690,90674594017473988639794896,0.001102844750324759,true
14474082,1647539545,100000000000,100000000000000000000000,914518706793344944065,90673884426871539362863254,0.001102853380905391,true
14474329,1647539792,100000000000,100000000000000000000000,914515200370863578746,90673192422395194352031336,0.001102861797720284,true
14474576,1647540040,100000000000,100000000000000000000000,914511695950114132861,90672500814605555271624769,0.001102870209838658,true
14474823,1647540287,100000000000,100000000000000000000000,914508192871472799238,90671809472702203973305577,0.001102878618851277,true
14475070,1647540534,100000000000,100000000000000000000000,914504691097464745971,90671118389254346876960597,0.00110288702484838,true
14475317,1647540781,100000000000,100000000000000000000000,914501190634455532568,90670427565526362701672253,0.001102895427814446,true
14475564,1647541029,100000000000,100000000000000000000000,914497691460273112801,90669736997122603387407463,0.001102903827802803,true
14475811,1647541276,100000000000,100000000000000000000000,914494193566128481879,90669046682301828670055468,0.001102912224834492,true
14476058,1647541523,100000000000,100000000000000000000000,914490696981307050370,90668356626872111120588931,0.001102920618838724,true
14476305,1647541770,100000000000,100000000000000000000000,914487391997579092714,90667704558343319416367480,0.00110292855087835,true
14476552,1647542017,100000000000,100000000000000000000000,914483810028774814410,90666997565624370078609138,0.001102937151168157,true
14476799,1647542264,100000000000,100000000000000000000000,914480316550921805687,90666308119712294854455547,0.001102945538137097,true
14477046,1647542511,100000000000,100000000000000000000000,914476825076323346881,90665619070800105039608125,0.001102953920404059,true
14477293,1647542758,100000000000,100000000000000000000000,914473334772665020403,90664930253849620916314554,0.001102962299976555,true
14477540,1647543005,100000000000,100000000000000000000000,914469845737940011196,90664241688292917125229106,0.001102970676618062,true
14477787,1647543252,100000000000,100000000000000000000000,914466357897079396758,90663553359245741967716877,0.001102979050509519,true
14478034,1647543499,100000000000,100000000000000000000000,914462871258758822302,90662865268430641644788934,0.001102987421629841,true
14478281,1647543746,100000000000,100000000000000000000000,914459385835473228965,90662177418326286697943338,0.001102995789948744,true
14478528,1647543993,100000000000,100000000000000000000000,914455901622654960813,90661489808028044843304169,0.001103004155477103,true
14478775,1647544240,100000000000,100000000000000000000000,914452608914998122361,90660840170001517140382757,0.001103012059147988,true
14479022,1647544487,100000000000,100000000000000000000000,914449039045123450815,90660135574753891482726076,0.001103020631571247,true
14479269,1647544734,100000000000,100000000000000000000000,914445557650022328437,90659448522467112848745880,0.001103028990687254,true
14479516,1647544981,100000000000,100000000000000000000000,914442078086659761986,90658761833180636869420975,0.001103037345513365,true
14479763,1647545228,100000000000,100000000000000000000000,914438599665781040475,90658075370227734724552811,0.001103045697712221,true
14480010,1647545475,100000000000,100000000000000000000000,914435122398252327968,90657389135764718440316087,0.001103054047257462,true
14480257,1647545722,100000000000,100000000000000000000000,914431646260721683345,90656703125163098064928263,0.001103062394205283,true
14480504,1647545969,100000000000,100000000000000000000000,914428171210847282086,90656017330028574346953620,0.001103070738657701,true
14480751,1647546216,100000000000,100000000000000000000000,914424697312866058535,90655331763099806852788111,0.001103079080459598,true
14480998,1647546463,100000000000,100000000000000000000000,914421224509288264544,90654646412979575327678519,0.001103087419749534,true
14481245,1647546711,100000000000,100000000000000000000000,914417752811141919432,90653961281855741775146782,0.001103095756500768,true
14481492,1647546958,100000000000,100000000000000000000000,914414472564772988427,90653314105148507853720245,0.001103103631534201,true
14481739,1647547205,100000000000,100000000000000000000000,914410915084570110970,90652611959320285241699592,0.001103112175574977,true
14481986,1647547452,100000000000,100000000000000000000000,914407445987796332705,90651927337646710069956242,0.001103120506501036,true
14482233,1647547699,100000000000,100000000000000000000000,914403978657201677685,90651243065989585365561805,0.001103128833293603,true
14482480,1647547946,100000000000,100000000000000000000000,914400512333558311107,90650558993814098360794720,0.001103137157784365,true
14482727,1647548193,100000000000,100000000000000000000000,914397047147946418434,90649875147111251017359737,0.00110314547965692,true
14482974,1647548440,100000000000,100000000000000000000000,914393582887168606222,90649191483612284323332900,0.001103153799425537,true
14483221,1647548687,100000000000,100000000000000000000000,914390119754639812376,90648508043649485841031511,0.001103162116599288,true
14483468,1647548935,100000000000,100000000000000000000000,914386657586693545463,90647824794774923891654710,0.001103170431572938,true
14483715,1647549182,100000000000,100000000000000000000000,914383196465061510744,90647141753194980108586990,0.001103178744149154,true
14483962,1647549429,100000000000,100000000000000000000000,914379926746835048434,90646496660775444080886258,0.001103186595001326,true
14484209,1647549676,100000000000,100000000000000000000000,914376379587984420014,90645796560316757349479477,0.00110319511543438,true
14484456,1647549923,100000000000,100000000000000000000000,914372920784605393372,90645113977838282195263714,0.001103203422795065,true
14484703,1647550170,100000000000,100000000000000000000000,914369463657283504563,90644431727518866564604710,0.001103211726238235,true
14484950,1647550417,100000000000,100000000000000000000000,914366007460461594098,90643749661540458934659838,0.001103220027562797,true
14485197,1647550664,100000000000,100000000000000000000000,914362552258948650341,90643067792754498478168726,0.001103228326612235,true
14485444,1647550911,100000000000,100000000000000000000000,914359098047198807153,90642386120062801159438009,0.001103236623399811,true
14485691,1647551158,100000000000,100000000000000000000000,914355644751230561533,90641704628798899540191233,0.001103244918103931,true
14485938,1647551405,100000000000,100000000000000000000000,914352192415019682371,90641023327684214737527511,0.001103253210618345,true
14486185,1647551652,100000000000,100000000000000000000000,914348741019796905913,90640342212998369078859561,0.001103261500988236,true
14486432,1647551899,100000000000,100000000000000000000000,914345290522104600521,90639661276127984698050304,0.001103269789318346,true
14486679,1647552146,100000000000,100000000000000000000000,914342031395578618969,90639018274836336213339408,0.001103277616012777,true
14486926,1647552393,100000000000,100000000000000000000000,914338494834997906790,90638320269096988647511875,0.001103286112354123,true
14487173,1647552640,100000000000,100000000000000000000000,914335046479403692896,90637639750813676039996181,0.001103294395958741,true
14487420,1647552887,100000000000,100000000000000000000000,914331599684637956152,90636959541861583548384565,0.001103302675922331,true
14487667,1647553134,100000000000,100000000000000000000000,914328153832960345798,90636279519768999496739119,0.001103310953735569,true
14487914,1647553381,100000000000,100000000000000000000000,914324708846838331050,90635599669166537192895870,0.001103319229585448,true
14488161,1647553628,100000000000,100000000000000000000000,914321264759105338554,90634919996565201960822260,0.001103327503392618,true
14488408,1647553945,100000000000,100000000000000000000000,914317821492286064333,90634240486607153324128383,0.001103335775343941,true
14488655,1647554214,100000000000,100000000000000000000000,914314379162952273094,90633561162404952741602011,0.001103344045157968,true
14488902,1647554548,100000000000,100000000000000000000000,914310937629030569697,90632881995793946556541399,0.00110335231317747,true
14489149,1647554796,100000000000,100000000000000000000000,914307687373229415339,90632240750590776961977002,0.001103360119664129,true
14489396,1647555046,100000000000,100000000000000000000000,914304159584805926005,90631544483470992576969987,0.001103368596109907,true
14489643,1647555293,100000000000,100000000000000000000000,914300719894125407523,90630865681920494397903853,0.00110337686005297,true
14489890,1647555540,100000000000,100000000000000000000000,914297281750818390329,90630187187047036736606780,0.001103385120386158,true
14490137,1647555787,100000000000,100000000000000000000000,914293844427116363529,90629508854570876911483507,0.001103393378865878,true
14490384,1647556034,100000000000,100000000000000000000000,914290407902838140655,90628830680492722717236739,0.001103401635540734,true
14490631,1647556282,100000000000,100000000000000000000000,914286972207282365066,90628152670623213166508985,0.001103409890339899,true
14490878,1647556529,100000000000,100000000000000000000000,914283537284175486219,90627474813808371469366949,0.001103418143399087,true
14491125,1647556776,100000000000,100000000000000000000000,914280103197093136592,90626797122653601233859808,0.001103426394564742,true
14491372,1647557023,100000000000,100000000000000000000000,914276669906942256462,90626119589410393256225948,0.001103434643931118,true
14491619,1647557270,100000000000,100000000000000000000000,914273237321392925516,90625442195777479000753243,0.001103442891720966,true
14491866,1647557517,100000000000,100000000000000000000000,914269995990515091379,90624802711789342461536101,0.001103450678044798,true
14492113,1647557764,100000000000,100000000000000000000000,914266477032048627976,90624108189337217889905850,0.001103459134638589,true
14492360,1647558011,100000000000,100000000000000000000000,914263046150971407492,90623431127736470645237951,0.001103467378751605,true
14492607,1647558258,100000000000,100000000000000000000000,914259616725618823630,90622754354663063078788519,0.00110347561947453,true
14492854,1647558536,100000000000,100000000000000000000000,914256188051375551671,90622077730432650160915978,0.001103483858508113,true
14493101,1647558788,100000000000,100000000000000000000000,914252760123562641961,90621401254119366754102435,0.00110349209586355,true
14493348,1647559035,100000000000,100000000000000000000000,914249332886176057502,90620724914623190004146366,0.001103500331675931,true
14493595,1647559285,100000000000,100000000000000000000000,914245906437276272137,90620048731386001958103630,0.001103508565708432,true
14493842,1647559532,100000000000,100000000000000000000000,914242480652431588483,90619372679742151019474170,0.001103516798261337,true
14494089,1647559779,100000000000,100000000000000000000000,914239055627847521019,90618696778765695492159642,0.0011035250291023,true
14494336,1647560026,100000000000,100000000000000000000000,914235631294318626825,90618021014739146791276688,0.001103533258398292,true
14494583,1647560274,100000000000,100000000000000000000000,914232398052572331471,90617383132146246153666850,0.001103541026495669,true
14494830,1647560521,100000000000,100000000000000000000000,914228887143129152796,90616690205409055680812919,0.001103549465041384,true
14495077,1647560768,100000000000,100000000000000000000000,914225464183517186507,90616014713553922593340880,0.00110355769138722,true
14495324,1647561016,100000000000,100000000000000000000000,914222042615843026205,90615339497597349470718159,0.001103565914495652,true
14495571,1647561263,100000000000,100000000000000000000000,914218621695843163173,90614664410001685859016442,0.001103574136163355,true
14495818,1647561510,100000000000,100000000000000000000000,914215201489471900632,90613989463843132949251116,0.00110358235623101,true
14496065,1647561757,100000000000,100000000000000000000000,914211781923875259276,90613314644681911293315413,0.001103590574874406,true
14496312,1647562004,100000000000,100000000000000000000000,914208363028907542206,90612639958438508948332671,0.001103598792021369,true
14496559,1647562251,100000000000,100000000000000000000000,914204944731751638194,90611965390680090235981058,0.001103607007847613,true
14496806,1647562498,100000000000,100000000000000000000000,914201527145980146098,90611290963922696706337550,0.00110361522207884,true
14497053,1647562746,100000000000,100000000000000000000000,914198110168421296009,90610616657716302279966141,0.001103623434964054,true
14497300,1647562993,100000000000,100000000000000000000000,914194884282663020181,90609980225910093249368594,0.001103631186660438,true
14497547,1647563241,100000000000,100000000000000000000000,914191380568232621476,90609288720320290133878912,0.001103639609275221,true
14497794,1647563488,100000000000,100000000000000000000000,914187964857669942729,90608614659646317621281281,0.001103647819532729,true
14498041,1647563735,100000000000,100000000000000000000000,914184550436181220247,90607940854501468546341728,0.001103656026799906,true
14498288,1647563982,100000000000,100000000000000000000000,914181136601662695422,90607267165710301757935279,0.001103664232771875,true
14498535,1647564229,100000000000,100000000000000000000000,914177723380356506830,90606593598477694693256659,0.001103672437385176,true
14498782,1647564476,100000000000,100000000000000000000000,914174310752899622411,90605920148967272442379873,0.001103680640686477,true
14499029,1647564723,100000000000,100000000000000000000000,914170898751316953097,90605246823529028112272185,0.001103688842598365,true
14499276,1647564971,100000000000,100000000000000000000000,914167487264984831849,90604573600237156502848189,0.001103697043387865,true
14499523,1647565218,100000000000,100000000000000000000000,914164076411534194190,90603900502410796641528422,0.001103705242770858,true
14499770,1647565465,100000000000,100000000000000000000000,914160666101333315261,90603227512285335126991055,0.001103713440963684,true
14500017,1647565714,100000000000,100000000000000000000000,914157446815391288089,90602592387191616085513052,0.001103721178006126,true
14500264,1647565961,100000000000,100000000000000000000000,914153949631110290876,90601902176768470497899610,0.001103729586216583,true
14500511,1647566208,100000000000,100000000000000000000000,914150540330582309403,90601229386772912744453209,0.001103737782332998,true
14500758,1647566455,100000000000,100000000000000000000000,914147132241843731904,90600556837005250140031466,0.001103745975644551,true
14501005,1647566702,100000000000,100000000000000000000000,914143724710581028014,90599884397769776761279176,0.001103754167731163,true
14501252,1647566951,100000000000,100000000000000000000000,914140317715736054472,90599212064894321562023414,0.001103762358643605,true
14501499,1647567198,100000000000,100000000000000000000000,914136911270509590538,90598539840997455725667298,0.001103770548349921,true
14501746,1647567446,100000000000,100000000000000000000000,914133505317747335822,90597867714753308594723337,0.00110377873698804,true
14501993,1647567693,100000000000,100000000000000000000000,914130099908736010259,90597195696329178304348699,0.001103786924434039,true
14502240,1647567940,100000000000,100000000000000000000000,914126695020599842336,90596523781193228767904714,0.001103795110743077,true
14602267,1650191314,100000000000,100000000000000000000000,924132326832145850148,91218840524432906023143618,0.001096264756546813,true
14602514,1650191567,100000000000,100000000000000000000000,929785814659733157710,92338346951699414069212834,0.001082973686461035,true
14602761,1650191814,100000000000,100000000000000000000000,929757763156125111416,92332783995115121380694846,0.001083038934527204,true
14603008,1650192061,100000000000,100000000000000000000000,929696828984191852361,92320690440515844651371980,0.001083180807279946,true
14603255,1650192308,100000000000,100000000000000000000000,929636494780211831992,92308716811334275074097679,0.001083321309778204,true
14603502,1650192555,100000000000,100000000000000000000000,929577492960425192837,92297008526447523968331019,0.00108345873389109,true
14603749,1650192802,100000000000,100000000000000000000000,929519244735083281309,92285450607608817100582624,0.001083594427307863,true
14603996,1650193049,100000000000,100000000000000000000000,929462278415284122174,92274147914094207202792901,0.001083727157178394,true
14604243,1650193296,100000000000,100000000000000000000000,929406015617855155952,92262985576794196265140830,0.001083858270733781,true
14604490,1650193543,100000000000,100000000000000000000000,929350986016802185870,92252068726629452850699932,0.001083986531470963,true
14604737,1650193790,100000000000,100000000000000000000000,929296801428385081446,92241320247733517995223053,0.001084112843695525,true
14604984,1650194037,100000000000,100000000000000000000000,929243338228667365808,92230715581443241762049590,0.001084237494738899,true
14605231,1650194284,100000000000,100000000000000000000000,929191041176071226220,92220342985866957650929690,0.001084359445673773,true
14605478,1650194531,100000000000,100000000000000000000000,929139334795029211350,92210088198754920649606090,0.001084480038501365,true
14605725,1650194778,100000000000,100000000000000000000000,929088752182445479524,92200056995788875966863019,0.001084598028009542,true
14605972,1650195025,100000000000,100000000000000000000000,929038719900606591528,92190135544928869290034001,0.001084714751843107,true
14606219,1650195272,100000000000,100000000000000000000000,928989771959474943744,92180429804483195739032162,0.00108482896220057,true
14606466,1650195519,100000000000,100000000000000000000000,928941336034070397163,92170826166776782020545848,0.001084941994759348,true
14606713,1650195766,100000000000,100000000000000000000000,928893947383090131712,92161430818039178715459347,0.001085052598602088,true
14606960,1650196013,100000000000,100000000000000000000000,928847223591413418269,92152167857443189835266981,0.001085161666025016,true
14607207,1650196260,100000000000,100000000000000000000000,928801045943173343887,92143013710410859409649826,0.001085269473758284,true
14607454,1650196507,100000000000,100000000000000000000000,928755864382996688381,92134057620606930887793606,0.001085374969718404,true
14607701,1650196754,100000000000,100000000000000000000000,928711108695707993366,92125186442871558986049809,0.00108547948569973,true
14607948,1650197001,100000000000,100000000000000000000000,928667316422620752153,92116506804780899135285165,0.001085581764535712,true
14608195,1650197248,100000000000,100000000000000000000000,928623918622329580169,92107905815579358498584976,0.00108568313560643,true
14608442,1650197495,100000000000,100000000000000000000000,928581453951678633193,92099490304908136914198824,0.001085782338956883,true
14608689,1650197742,100000000000,100000000000000000000000,928539354410914933738,92091147591326595813489754,0.001085880702060208,true
14608936,1650197989,100000000000,100000000000000000000000,928498159240927750327,92082984622492414322665772,0.001085976963170389,true
14609183,1650198236,100000000000,100000000000000000000000,928457301283441443828,92074888884682056695109630,0.001086072448322404,true
14609430,1650198483,100000000000,100000000000000000000000,928417320576448996714,92066967464797088111951420,0.001086165893736384,true
14609677,1650198730,100000000000,100000000000000000000000,928377650777208823105,92059108032465485098995020,0.001086258623804328,true
14609924,1650198977,100000000000,100000000000000000000000,928338832507567401745,92051417792834552907189898,0.001086349372967334,true
14610171,1650199224,100000000000,100000000000000000000000,928300300111643353130,92043784551785920956479882,0.001086439464510911,true
14610418,1650199471,100000000000,100000000000000000000000,928262594943537726631,92036315641205049457296498,0.001086527631004272,true
14610665,1650199718,100000000000,100000000000000000000000,928225340882664013250,92028936470727779940825932,0.001086614752217718,true
14610912,1650199965,100000000000,100000000000000000000000,928188424784055282484,92021624595011096882320684,0.001086701092706218,true
14611159,1650200212,100000000000,100000000000000000000000,928152302517200951302,92014470382906027824626848,0.001086785584744043,true
14611406,1650200459,100000000000,100000000000000000000000,928116409261369046672,92007361841350150076174770,0.001086869550421755,true
14611653,1650200706,100000000000,100000000000000000000000,928081287846841956370,92000406586285882754845453,0.001086951718047152,true
14611900,1650200953,100000000000,100000000000000000000000,928046374675699495066,91993492866008231772835423,0.001087033407304726,true
14612147,1650201200,100000000000,100000000000000000000000,928012213117796195682,91986728385602621850962568,0.001087113345099156,true
14612394,1650201447,100000000000,100000000000000000000000,927978240192339338777,91980001535255103986433744,0.001087192849868249,true
14612641,1650201694,100000000000,100000000000000000000000,927944999709317318743,91973420110506537582026937,0.001087270647104886,true
14612888,1650201941,100000000000,100000000000000000000000,927911929093354735119,91966872580259902186769773,0.001087348054732746,true
14613135,1650202188,100000000000,100000000000000000000000,927879572718970660920,91960466834484038249832817,0.001087423796792876,true
14613382,1650202435,100000000000,100000000000000000000000,927847368541075005858,91954091466125797733724188,0.001087499190145749,true
14613629,1650202682,100000000000,100000000000000000000000,927815861206427440274,91947854422574433651937041,0.001087572957824763,true
14613876,1650202929,100000000000,100000000000000000000000,927784489128821852436,91941644385588125308068645,0.001087646416031199,true
14614123,1650203176,100000000000,100000000000000000000000,927753797482711910070,91935569390009931540249355,0.001087718286442313,true
14614370,1650203423,100000000000,100000000000000000000000,927723225056180939938,91929518210152898241264598,0.001087789884543915,true
14614617,1650203670,100000000000,100000000000000000000000,927693317430459576195,91923598965177262748911554,0.001087859930700518,true
14614864,1650203917,100000000000,100000000000000000000000,927663513628388986345,91917700473339452220327458,0.001087929740246328,true
14615111,1650204164,100000000000,100000000000000000000000,927634359686130358973,91911930927146072374523553,0.001087998032369322,true
14615358,1650204411,100000000000,100000000000000000000000,927605295161763725209,91906179268786271095480794,0.00108806612129466,true
14615605,1650204658,100000000000,100000000000000000000000,927576866231890612939,91900553722526530535877674,0.001088132725532078,true
14615852,1650204905,100000000000,100000000000000000000000,927548512788760399413,91894943293794257281905337,0.001088199158905766,true
14616099,1650205152,100000000000,100000000000000000000000,927520781379240733842,91889456263732778376325409,0.00108826413895615,true
14616346,1650205399,100000000000,100000000000000000000000,927493112371455490854,91883981749458298207444247,0.001088328978522848,true
14616593,1650205646,100000000000,100000000000000000000000,927466052486278605515,91878628070739141484245252,0.001088392394398924,true
